grupo_barrio,barrio,latitud,longitud,tipo_habitacion,precio,minimo_noches,cantidad_resenas,resenas_por_mes,cantidad_alojamientos_anfitrion,disponibilidad_anual
7.0,33.0,40.36434,-3.58506,4,95.0,7,0,0.0,63,358
12.0,10.0,40.48036,-3.65945,3,45.0,1,10,3.37,1,345
12.0,61.0,40.47223,-3.65339,3,33.0,1,22,8.05,1,316
10.0,36.0,40.4966759,-3.6901937,4,68.0,1,1,0.33,1,335
16.0,80.0,40.4006355,-3.6721536,4,96.0,14,3,1.17,23,352
7.0,33.0,40.36385,-3.58308,4,102.0,7,1,0.46,63,271
14.0,57.0,40.46327,-3.69764,4,80.0,5,1,1.0,63,351
15.0,64.0,40.43409380205281,-3.700160119207645,3,114.0,1,0,0.0,1,359
15.0,66.0,40.43121051888427,-3.707033134996891,3,68.0,1,1,1.0,1,311
15.0,64.0,40.429847609554685,-3.69688380740967,4,90.0,4,0,0.0,30,103
17.0,61.0,40.4090926,-3.699013,4,68.0,2,7,2.16,1,35
12.0,54.0,40.50641,-3.65501,4,155.0,7,13,4.24,11,45
17.0,79.0,40.41484,-3.70025,4,114.0,1,3,1.25,4,120
17.0,66.0,40.42141,-3.7065,4,163.0,2,0,0.0,16,342
6.0,42.0,40.39347,-3.70866,3,58.0,10,0,0.0,1,365
6.0,11.0,40.38309742913796,-3.729133582574633,3,44.0,2,12,4.29,2,337
15.0,66.0,40.43748,-3.7046,4,140.0,10,0,0.0,1,8
6.0,8.0,40.36633,-3.70659,4,93.0,3,0,0.0,3,363
17.0,66.0,40.4248313,-3.7047946,4,114.0,1,8,2.89,6,74
14.0,63.0,40.45389,-3.70035,4,48.0,2,4,1.69,1,6
6.0,45.0,40.38736,-3.72192,4,121.0,4,2,1.25,46,77
17.0,61.0,40.41031,-3.70263,4,125.0,2,0,0.0,1,338
16.0,51.0,40.40498,-3.67998,4,125.0,7,0,0.0,1,79
14.0,65.0,40.46208,-3.69732,4,62.0,4,0,0.0,63,315
13.0,49.0,40.39386,-3.69673,4,91.0,1,0,0.0,54,337
7.0,33.0,40.36439,-3.58431,4,94.5,7,0,0.0,63,335
11.0,47.0,40.46066,-3.77833,4,116.0,7,0,0.0,5,365
14.0,63.0,40.45334,-3.70054,4,125.0,28,1,0.67,10,273
7.0,33.0,40.37785,-3.63354,4,84.0,1,4,1.64,8,351
6.0,45.0,40.39225,-3.72041,4,115.0,1,0,0.0,1,198
17.0,61.0,40.4103,-3.70342,4,69.0,30,0,0.0,272,335
17.0,77.0,40.42371,-3.69819,4,89.0,2,3,3.0,1,225
12.0,61.0,40.47171403696953,-3.647677983796546,4,94.0,2,0,0.0,41,363
17.0,76.0,40.41015,-3.70989,4,85.0,1,0,0.0,24,348
17.0,61.0,40.41013476743807,-3.697309456765652,4,120.0,10,4,1.76,1,221
12.0,61.0,40.47218,-3.64816,4,94.0,2,0,0.0,41,365
17.0,80.0,40.41529,-3.7055,3,89.0,5,0,0.0,6,260
18.0,68.0,40.43327,-3.67391,4,87.0,1,1,0.42,1,14
14.0,65.0,40.4591094,-3.699102399999999,3,29.0,1,6,1.94,18,259
17.0,66.0,40.42629,-3.71016,3,88.0,2,1,0.36,1,348
3.0,12.0,40.39438,-3.74279,3,46.0,2,10,4.29,5,301
10.0,35.0,40.44418,-3.65329,4,102.0,7,2,1.2,2,57
13.0,49.0,40.39531900821072,-3.6955296318462905,4,98.0,2,0,0.0,1,365
14.0,52.0,40.45313246921501,-3.7049175441849913,4,72.0,1,1,0.73,54,226
8.0,41.0,40.39493117089764,-3.662485826720394,4,51.0,1,4,2.79,181,303
10.0,61.0,40.43264,-3.65817,4,129.0,1,0,0.0,3,355
6.0,22.0,40.36822,-3.74567,3,89.0,1,9,3.21,1,341
15.0,66.0,40.4305856,-3.7091895,4,54.0,3,9,3.1,22,261
17.0,76.0,40.41591906380828,-3.712368345054071,3,159.0,1,6,1.89,9,360
9.0,32.0,40.4390298,-3.6075478,4,63.0,2,3,1.34,16,182
9.0,32.0,40.4390298,-3.6075478,4,63.0,2,2,0.95,16,218
17.0,77.0,40.42526356653348,-3.7004570280767615,4,100.0,1,2,0.71,181,184
13.0,60.0,40.404188121338265,-3.692706801852412,4,116.0,2,15,5.06,4,99
16.0,30.0,40.4095382,-3.6693628,4,139.0,15,3,3.0,9,66
17.0,79.0,40.41528452141409,-3.701418211639405,4,112.0,2,7,2.88,16,52
9.0,32.0,40.43622,-3.60991,3,34.0,1,13,4.24,1,82
9.0,32.0,40.4390298,-3.6075478,4,68.0,2,2,1.11,16,212
9.0,32.0,40.4390298,-3.6075478,4,68.0,2,4,1.69,16,183
6.0,32.0,40.3841,-3.70364,3,33.0,1,0,0.0,4,342
6.0,32.0,40.38419437289414,-3.703537019689374,3,38.0,1,0,0.0,4,330
11.0,47.0,40.45919,-3.77847,4,100.0,7,0,0.0,5,344
11.0,70.0,40.42143,-3.71482,4,108.0,1,10,3.85,292,342
17.0,80.0,40.4147139,-3.7031572,4,149.0,1,6,2.17,1,82
11.0,47.0,40.46030046137768,-3.778118548379573,4,120.0,7,0,0.0,5,365
17.0,76.0,40.41577,-3.71036,3,111.0,1,6,2.0,9,347
8.0,41.0,40.39833404558328,-3.666199281099682,4,78.0,1,1,1.0,54,201
10.0,45.0,40.43093,-3.65913,4,106.0,1,0,0.0,54,288
10.0,61.0,40.43317,-3.65958,3,62.0,1,0,0.0,1,364
15.0,70.0,40.44692,-3.70668,4,121.0,1,5,1.97,43,338
15.0,70.0,40.44677,-3.70502,4,121.0,1,0,0.0,43,351
1.0,6.0,40.40622,-3.6078,3,36.0,2,0,0.0,1,256
17.0,61.0,40.41336,-3.70411,3,149.0,5,0,0.0,6,271
17.0,80.0,40.41562,-3.70485,3,77.0,5,1,0.37,6,264
17.0,76.0,40.4162615198093,-3.711947529593025,3,163.0,1,5,2.27,9,342
17.0,80.0,40.41557,-3.70498,3,110.0,5,0,0.0,6,271
17.0,61.0,40.41332,-3.70353,3,130.0,5,0,0.0,6,271
11.0,47.0,40.45864,-3.77906,4,112.0,7,0,0.0,5,365
11.0,47.0,40.45901985304679,-3.779399288576893,4,120.0,7,0,0.0,5,365
15.0,67.0,40.44628,-3.70131,3,53.0,1,9,3.07,11,334
17.0,66.0,40.42295,-3.70445,3,43.0,1,3,3.0,6,117
17.0,66.0,40.421190005028734,-3.702578710149888,3,41.0,1,12,3.87,6,82
17.0,66.0,40.42274,-3.70372,3,43.0,1,9,3.14,6,120
17.0,66.0,40.42092,-3.70212,3,30.0,1,17,5.54,6,139
17.0,66.0,40.42156,-3.70366,3,54.0,1,18,5.93,6,315
17.0,66.0,40.42212,-3.70301,3,39.0,1,13,4.48,6,320
17.0,61.0,40.40863,-3.69713,3,119.0,1,1,0.33,3,364
13.0,49.0,40.39563,-3.69837,3,56.0,2,5,1.72,2,287
17.0,66.0,40.42273017228714,-3.706553514921763,4,121.0,20,0,0.0,2,264
17.0,76.0,40.41295,-3.70763,4,85.0,1,10,3.7,2,106
17.0,66.0,40.4215824,-3.7026425,4,84.0,2,2,0.7,1,47
17.0,80.0,40.416498963653055,-3.702111926458733,4,132.0,4,4,1.74,13,111
6.0,39.0,40.39307117789812,-3.7257309118999538,3,45.0,1,6,2.09,1,315
17.0,77.0,40.421840628852415,-3.6983824401872343,4,115.0,1,0,0.0,6,66
3.0,11.0,40.40098,-3.73753,3,38.0,2,0,0.0,1,79
3.0,29.0,40.412,-3.72897,3,28.0,20,0,0.0,5,348
6.0,17.0,40.38641,-3.73286,3,51.0,1,0,0.0,1,362
6.0,39.0,40.39598,-3.73095,4,129.0,4,5,2.17,43,356
1.0,6.0,40.40597,-3.60477,4,72.0,3,2,0.71,6,330
15.0,66.0,40.43089,-3.70942,4,151.0,1,6,2.07,28,344
15.0,64.0,40.43302384608414,-3.703259019483882,4,140.0,3,1,0.35,2,350
8.0,41.0,40.39676,-3.66215,4,70.0,1,16,5.33,10,340
17.0,61.0,40.41052,-3.7017,4,73.0,1,12,4.24,10,324
12.0,54.0,40.48541176313645,-3.667744472622872,4,99.0,30,0,0.0,1,358
14.0,52.0,40.44818,-3.70564,3,18.0,6,1,1.0,2,46
17.0,66.0,40.42377464294103,-3.703021556138992,4,134.0,1,12,4.24,13,84
17.0,61.0,40.40577,-3.70644,4,9.0,7,0,0.0,36,350
13.0,59.0,40.4009432,-3.7200252,4,126.0,10,0,0.0,1,282
17.0,76.0,40.41133,-3.70855,3,139.0,2,9,5.09,6,190
14.0,71.0,40.47029,-3.69983,3,37.0,1,1,0.35,2,331
9.0,45.0,40.44815334795939,-3.6009885580561605,3,66.0,1,12,4.19,1,14
16.0,59.0,40.44125,-3.68257,4,143.0,1,18,6.92,9,70
12.0,27.0,40.4636,-3.64861,3,40.0,1,0,0.0,5,339
3.0,11.0,40.40838,-3.72379,3,55.0,30,0,0.0,1,249
3.0,26.0,40.4035131,-3.7566,3,27.0,1,1,0.38,1,365
9.0,31.0,40.442715526004434,-3.63700301534424,4,67.0,2,2,2.0,16,65
9.0,31.0,40.4427686,-3.6369601,4,94.0,2,9,3.86,16,211
12.0,61.0,40.47489,-3.64713,4,100.0,1,1,1.0,1,337
10.0,41.0,40.43484,-3.63833,3,33.0,1,0,0.0,1,361
9.0,32.0,40.4390298,-3.6075478,4,68.0,2,1,0.47,16,234
9.0,32.0,40.4390298,-3.6075478,4,68.0,2,2,0.85,16,220
10.0,41.0,40.43597,-3.63728,4,75.0,9,0,0.0,1,365
17.0,61.0,40.41269949894486,-3.7075115793299993,4,99.0,3,3,1.07,1,75
1.0,13.0,40.40491,-3.60895,4,143.0,1,10,4.23,1,121
17.0,66.0,40.42096101902419,-3.7019424665260896,4,107.0,1,0,0.0,407,287
17.0,66.0,40.420800960695225,-3.703858779150661,4,89.0,1,0,0.0,407,318
17.0,66.0,40.42307817223378,-3.701818202967032,4,99.0,1,0,0.0,407,274
17.0,66.0,40.42082,-3.70176,4,143.0,1,0,0.0,407,10
17.0,66.0,40.42268,-3.70235,4,89.0,1,0,0.0,407,103
17.0,66.0,40.4214,-3.70175,4,143.0,1,0,0.0,407,103
17.0,66.0,40.42107,-3.70318,4,102.0,1,0,0.0,407,253
17.0,66.0,40.4226560363192,-3.703040495901678,4,102.0,1,1,0.73,407,261
17.0,66.0,40.42081,-3.70227,4,140.0,1,0,0.0,407,132
17.0,66.0,40.42267,-3.70182,4,95.0,1,0,0.0,407,273
17.0,66.0,40.42085527523223,-3.703259106145095,4,101.0,1,0,0.0,407,306
17.0,66.0,40.42271185083101,-3.702292035661601,4,95.0,1,0,0.0,407,103
16.0,66.0,40.44709,-3.66331,4,107.0,1,0,0.0,292,346
11.0,47.0,40.45870652577717,-3.7789918309227217,4,75.0,7,0,0.0,63,341
18.0,60.0,40.42444,-3.66711,3,49.0,1,3,1.06,1,255
9.0,32.0,40.43903,-3.60755,4,63.0,2,2,0.87,16,217
6.0,45.0,40.39462504151274,-3.7203399091959,3,84.0,1,3,1.1,1,333
17.0,77.0,40.42051,-3.69735,4,88.0,1,7,2.53,2,89
15.0,66.0,40.43541594406472,-3.7068038061261177,4,162.0,1,1,0.38,13,164
14.0,63.0,40.45161,-3.70236,4,80.0,15,1,1.0,1,194
17.0,79.0,40.41138,-3.69471,4,131.0,2,2,2.0,12,81
14.0,50.0,40.4618668,-3.7043415,3,53.0,1,22,8.8,53,30
6.0,11.0,40.38283,-3.72821,4,73.0,30,1,0.53,272,365
14.0,50.0,40.4618668,-3.7043415,3,51.0,1,17,6.89,53,28
14.0,50.0,40.4618668,-3.7043415,3,57.0,1,18,7.4,53,33
14.0,50.0,40.4618668,-3.7043415,3,46.0,1,20,8.11,53,14
14.0,50.0,40.4618668,-3.7043415,3,52.0,1,16,8.14,53,34
11.0,47.0,40.45861257611507,-3.778723880584285,4,70.0,3,2,2.0,63,339
14.0,50.0,40.4618668,-3.7043415,3,48.0,1,17,6.8,53,36
11.0,47.0,40.45907383409456,-3.778655853961496,4,73.0,4,0,0.0,63,332
11.0,47.0,40.46054,-3.78025,4,70.0,7,0,0.0,63,343
13.0,49.0,40.3934,-3.69657,4,66.0,30,1,0.55,272,365
11.0,47.0,40.458826822409634,-3.7783505877980414,4,86.0,7,0,0.0,63,330
14.0,63.0,40.45326539681366,-3.694332405762308,4,141.0,1,3,1.36,38,1
9.0,32.0,40.4390298,-3.6075478,4,63.0,2,1,0.56,16,200
10.0,41.0,40.42165186129616,-3.631926541773991,4,82.0,1,4,1.97,4,328
16.0,59.0,40.44800808898683,-3.6728509044766513,4,65.0,1,0,0.0,38,77
17.0,66.0,40.4236333,-3.708172999999999,4,139.0,2,1,1.0,1,355
14.0,52.0,40.44728,-3.70533,4,144.0,2,10,5.08,141,331
15.0,39.0,40.43401,-3.71311,3,56.0,3,3,3.0,7,339
15.0,39.0,40.43248,-3.71442,3,23.0,5,1,1.0,7,329
14.0,63.0,40.44776,-3.70355,4,143.0,2,8,3.93,141,335
14.0,52.0,40.44716,-3.70511,4,128.0,2,5,2.34,141,347
2.0,2.0,40.4069004,-3.6591817,3,120.0,1,0,0.0,8,258
15.0,64.0,40.42921,-3.70183,4,122.0,1,0,0.0,1,65
8.0,41.0,40.399114221922886,-3.6646141161097536,4,63.0,1,7,3.44,6,2
17.0,77.0,40.42374,-3.69844,4,108.0,2,2,0.71,2,316
17.0,80.0,40.42026,-3.70581,3,62.0,1,1,0.34,2,359
2.0,2.0,40.4069,-3.65918,3,120.0,1,0,0.0,8,240
12.0,27.0,40.4592,-3.64685,3,56.0,1,1,0.56,181,307
2.0,2.0,40.4069004,-3.6591817,3,127.0,1,0,0.0,8,267
10.0,41.0,40.43211,-3.63907,4,107.0,1,13,4.64,28,328
2.0,2.0,40.4069,-3.65918,3,118.0,1,0,0.0,8,255
2.0,2.0,40.4069004,-3.6591817,3,116.0,1,0,0.0,8,225
2.0,2.0,40.4069004,-3.6591817,3,116.0,1,0,0.0,8,260
14.0,57.0,40.46761,-3.70961,4,94.0,1,0,0.0,407,20
17.0,66.0,40.4217,-3.70506,4,100.0,1,8,3.75,1,58
2.0,2.0,40.4069004,-3.6591817,3,116.0,1,0,0.0,8,261
2.0,2.0,40.4069,-3.65918,3,119.0,1,0,0.0,8,227
17.0,79.0,40.41665,-3.70039,4,127.0,3,2,0.71,6,101
17.0,61.0,40.41223,-3.70286,4,150.0,3,8,3.33,29,302
6.0,39.0,40.3891272,-3.7327719,4,89.0,1,0,0.0,1,76
17.0,77.0,40.42144079312939,-3.697506058926639,4,141.0,2,9,3.25,11,45
14.0,65.0,40.46476842105759,-3.6934735280675177,4,146.0,1,2,1.28,23,92
17.0,77.0,40.4202,-3.69702,4,129.0,1,0,0.0,23,87
18.0,68.0,40.42962074276661,-3.677224057931143,4,138.0,30,0,0.0,2,267
18.0,60.0,40.42924,-3.66083,4,118.0,4,3,1.15,11,131
12.0,54.0,40.45460526980235,-3.6480182156346586,4,137.0,1,5,2.24,65,346
6.0,28.0,40.38755,-3.70526,4,64.0,1,15,5.36,20,44
14.0,63.0,40.4544314,-3.701384599999999,4,85.0,28,0,0.0,10,106
15.0,66.0,40.43129,-3.7081,4,126.0,3,0,0.0,2,29
17.0,66.0,40.42607,-3.70319,4,153.0,3,5,2.14,1,102
17.0,61.0,40.41005,-3.69491,3,44.0,2,2,0.76,1,40
11.0,70.0,40.426179019563534,-3.7166501561972978,4,136.0,1,1,0.48,38,45
17.0,61.0,40.40757,-3.70342,4,92.0,1,4,1.69,1,126
12.0,54.0,40.48553878888694,-3.617827332541406,4,88.0,1,0,0.0,407,319
15.0,64.0,40.43550286368652,-3.701081134655352,4,149.0,1,2,2.0,5,346
17.0,61.0,40.41279,-3.70451,3,73.0,1,35,12.65,4,245
14.0,52.0,40.45236,-3.71047,3,41.0,15,2,0.94,1,286
8.0,41.0,40.39911,-3.66317,3,57.0,1,6,2.61,28,349
10.0,41.0,40.42861,-3.63654,4,86.0,1,5,2.11,181,332
10.0,41.0,40.42761,-3.63458,4,76.0,1,1,1.0,181,332
16.0,51.0,40.40396026065671,-3.6744930620534726,3,87.0,1,0,0.0,1,358
15.0,66.0,40.4378,-3.71057,3,115.0,1,0,0.0,2,364
6.0,20.0,40.3809331,-3.7062211,4,109.0,3,11,4.18,4,335
14.0,57.0,40.47082,-3.70321,4,115.0,1,1,1.0,292,339
17.0,66.0,40.42548,-3.70456,4,144.0,1,3,1.17,1,345
5.0,44.0,40.34274,-3.70999,4,90.0,1,2,1.62,28,319
11.0,70.0,40.42058,-3.71615,3,50.0,1,1,1.0,8,111
10.0,41.0,40.42941,-3.64508,4,75.0,30,1,0.65,272,347
5.0,44.0,40.3334364,-3.7027812,4,91.0,2,3,1.3,19,283
16.0,80.0,40.400513270610446,-3.668672723942561,3,96.0,1,0,0.0,19,203
9.0,32.0,40.44781,-3.61072,3,103.0,1,0,0.0,120,354
16.0,80.0,40.39962,-3.66936,4,100.0,1,1,0.83,19,226
16.0,80.0,40.400513270610446,-3.668678088360591,4,107.0,1,0,0.0,19,244
16.0,80.0,40.40050918543167,-3.668683452778621,4,106.0,1,0,0.0,19,222
16.0,80.0,40.40050101507329,-3.66869418161468,4,106.0,1,0,0.0,19,225
16.0,80.0,40.40048058917307,-3.668678088360591,4,104.0,1,1,1.0,19,230
16.0,80.0,40.40048875953392,-3.668672723942561,4,105.0,1,2,1.54,19,238
15.0,69.0,40.42919439962861,-3.693303671459564,4,69.0,30,1,0.67,272,365
17.0,61.0,40.41221,-3.70486,4,82.0,2,10,4.17,5,157
14.0,63.0,40.45615,-3.69504,4,98.0,1,1,1.0,38,293
15.0,69.0,40.42773,-3.69386,4,69.0,30,0,0.0,272,365
7.0,33.0,40.36436672549104,-3.5929721133322645,3,34.5,2,0,0.0,1,358
10.0,45.0,40.42339,-3.64936,4,103.0,1,0,0.0,1,344
1.0,13.0,40.40003,-3.62119,3,50.0,1,1,0.42,1,197
17.0,79.0,40.4124,-3.69708,4,118.0,2,6,2.5,141,343
11.0,70.0,40.42133394733993,-3.716967136177664,4,114.0,2,2,2.0,1,64
18.0,60.0,40.4239750024511,-3.665827363729477,4,80.0,9,0,0.0,1,180
8.0,12.0,40.38842317694879,-3.6481425538659096,3,38.0,1,0,0.0,1,365
12.0,61.0,40.46926534267538,-3.650461116599701,3,54.0,1,8,3.33,2,291
4.0,57.0,40.48799,-3.61236,3,85.0,1,1,0.91,1,76
3.0,12.0,40.39176,-3.74261,3,38.0,1,0,0.0,1,317
13.0,46.0,40.40002731329766,-3.696956395112248,3,45.0,2,0,0.0,1,66
16.0,80.0,40.39777407510979,-3.670920418106171,4,92.0,3,7,3.56,1,348
10.0,45.0,40.42496,-3.6567,3,24.0,3,0,0.0,1,102
16.0,80.0,40.40048838226919,-3.6686783856016634,4,107.0,1,0,0.0,19,224
14.0,50.0,40.460609865,-3.699822758757543,4,137.0,1,4,1.69,11,308
16.0,80.0,40.40050101507329,-3.668672723942561,4,105.0,1,1,0.83,19,222
16.0,80.0,40.4005,-3.66868,4,106.0,1,2,1.71,19,229
17.0,77.0,40.42,-3.69777,3,54.0,4,6,2.86,9,187
14.0,50.0,40.4607528493824,-3.700064183458832,4,160.0,1,3,1.18,11,340
14.0,50.0,40.46045,-3.69865,4,121.0,1,1,1.0,11,336
14.0,65.0,40.45865013679733,-3.697870520499684,4,123.0,1,2,0.8,11,331
17.0,61.0,40.4083,-3.70033,4,76.0,3,15,5.7,1,177
8.0,12.0,40.3877489,-3.6423796,3,46.0,1,0,0.0,1,365
14.0,57.0,40.46992,-3.70209,4,49.0,3,6,3.0,2,255
17.0,61.0,40.409168092684126,-3.709010402717685,3,43.0,2,0,0.0,1,72
17.0,80.0,40.4158,-3.7043,4,155.0,5,3,1.61,17,340
17.0,80.0,40.41504,-3.70435,4,158.0,5,11,5.16,17,346
3.0,26.0,40.40738,-3.749,4,62.0,2,3,1.14,2,46
17.0,80.0,40.41574,-3.70397,4,150.0,5,5,3.49,17,354
17.0,80.0,40.414561868092726,-3.703708333624054,4,151.0,5,5,2.31,17,345
17.0,80.0,40.41648,-3.70201,4,149.0,5,5,2.54,17,354
17.0,79.0,40.41415309841844,-3.702835125533965,4,133.0,5,9,3.8,17,353
17.0,79.0,40.41440645469107,-3.703779829736327,4,142.0,5,3,1.27,17,351
17.0,76.0,40.42119,-3.71007,3,40.0,1,4,1.52,1,67
14.0,63.0,40.44843,-3.6998,3,47.0,1,5,2.08,1,308
3.0,26.0,40.4059,-3.74464,3,38.0,1,0,0.0,1,345
13.0,59.0,40.40287,-3.71896,4,164.0,3,2,2.0,1,359
17.0,61.0,40.41366,-3.70239,3,54.0,1,4,1.71,20,75
15.0,66.0,40.43846,-3.71016,4,109.0,1,1,0.41,12,348
11.0,70.0,40.42058,-3.71615,3,50.0,1,0,0.0,4,113
11.0,70.0,40.42058,-3.71615,3,50.0,1,0,0.0,4,108
17.0,77.0,40.42461,-3.69637,4,143.0,4,4,1.71,1,1
17.0,66.0,40.42085,-3.70433,4,126.0,5,0,0.0,17,333
17.0,66.0,40.42256,-3.70558,4,146.0,5,0,0.0,17,347
17.0,66.0,40.42074,-3.70555,4,126.0,5,6,3.05,17,343
17.0,66.0,40.42205,-3.70618,4,102.0,5,6,2.54,17,348
17.0,66.0,40.42302,-3.70633,4,156.0,5,3,1.48,17,328
16.0,70.0,40.42113,-3.67822,3,93.0,2,1,1.0,1,328
8.0,48.0,40.3892684,-3.6700963,4,90.0,3,1,0.42,1,30
3.0,10.0,40.38387,-3.76837,3,26.0,2,3,1.38,1,319
8.0,48.0,40.39395,-3.66976,4,77.0,1,2,2.0,2,291
17.0,80.0,40.41436,-3.70548,3,66.0,2,2,0.92,4,351
17.0,66.0,40.4251,-3.70264,4,67.0,1,3,2.31,3,158
17.0,61.0,40.41046,-3.70365,4,123.0,3,7,3.23,75,129
11.0,15.0,40.46277177896624,-3.7196256892396815,3,35.0,1,0,0.0,1,346
16.0,84.0,40.46293,-3.68758,3,40.0,14,1,0.48,22,165
17.0,80.0,40.41611,-3.70705,3,78.0,2,3,1.23,4,348
17.0,80.0,40.41487,-3.70538,3,72.0,2,7,2.76,4,355
16.0,84.0,40.46182,-3.68918,3,40.0,14,0,0.0,22,165
17.0,80.0,40.41455,-3.70726,3,89.0,2,7,2.8,4,328
17.0,61.0,40.4107,-3.69839,4,152.0,1,8,3.33,8,293
15.0,69.0,40.43598,-3.69752,3,50.0,2,0,0.0,6,361
6.0,7.0,40.3744,-3.69109,4,110.0,5,0,0.0,13,70
6.0,22.0,40.37166,-3.74827,4,113.0,1,4,2.86,4,354
10.0,45.0,40.48315,-3.71479,3,102.0,1,2,1.58,120,360
17.0,61.0,40.4113373,-3.6993852,4,159.0,1,8,3.38,8,298
10.0,45.0,40.48152,-3.7137,4,104.0,1,5,2.14,120,358
10.0,12.0,40.48342,-3.7139,4,103.0,1,1,1.0,120,357
10.0,45.0,40.4814,-3.71341,3,101.0,1,10,4.23,120,362
10.0,53.0,40.48199,-3.71341,3,97.0,1,0,0.0,120,343
6.0,22.0,40.36986,-3.747,4,153.0,1,2,1.58,4,364
6.0,22.0,40.37017,-3.74844,4,115.0,1,2,1.4,4,364
6.0,22.0,40.37137,-3.74669,4,108.0,1,1,1.0,4,350
17.0,61.0,40.40727,-3.70051,4,102.0,2,11,5.32,12,270
17.0,76.0,40.41224,-3.71146,4,102.0,2,0,0.0,12,305
16.0,64.0,40.45806,-3.68712,4,92.0,7,2,0.86,3,168
10.0,41.0,40.42868511122046,-3.6450562682530094,3,57.0,1,4,1.69,2,358
10.0,45.0,40.4757,-3.7298,3,50.0,1,9,3.6,28,361
8.0,48.0,40.38962,-3.66881,4,58.0,1,7,3.28,1,3
5.0,44.0,40.33453243282975,-3.702723763393936,4,103.0,1,9,4.09,1,315
17.0,76.0,40.40912760945624,-3.7128479623253017,4,72.0,1,0,0.0,38,267
14.0,71.0,40.4710466001688,-3.688350670036368,4,164.0,1,1,1.0,23,62
9.0,24.0,40.43477553589424,-3.622399147142735,3,39.0,1,0,0.0,38,350
9.0,24.0,40.43342086123821,-3.622379613736089,3,33.0,1,1,0.88,38,353
9.0,24.0,40.43439671323756,-3.622170485933681,3,30.0,1,0,0.0,38,349
17.0,61.0,40.40725,-3.70042,3,80.0,2,0,0.0,2,48
17.0,76.0,40.42235,-3.71128,4,143.0,2,0,0.0,23,365
14.0,50.0,40.4614,-3.70482,4,80.0,30,0,0.0,2,347
17.0,61.0,40.4075198,-3.6974071,4,136.0,5,8,3.24,5,227
17.0,76.0,40.41267,-3.70763,4,105.0,28,1,1.0,93,349
9.0,45.0,40.44607,-3.57692,4,96.0,1,1,0.94,1,4
15.0,69.0,40.43694,-3.69274,4,147.0,5,0,0.0,63,325
16.0,66.0,40.44211,-3.6736,4,80.0,5,1,1.0,63,341
5.0,10.0,40.34445762488844,-3.6896407568496015,3,50.0,1,0,0.0,1,88
11.0,47.0,40.45877924618394,-3.780034221212658,4,76.0,5,0,0.0,63,347
11.0,47.0,40.4591,-3.77857,4,89.0,7,1,0.86,63,346
11.0,47.0,40.45880310885967,-3.778474327356185,4,89.0,7,0,0.0,63,337
15.0,69.0,40.43266804783075,-3.694386856639541,3,140.0,1,6,2.31,10,341
15.0,69.0,40.43076,-3.69376,3,110.0,1,6,2.73,10,359
15.0,69.0,40.430714747079584,-3.69528167177142,3,107.0,1,3,1.25,10,351
15.0,69.0,40.43263914315151,-3.696025501572048,3,127.0,1,6,2.69,10,297
17.0,76.0,40.41396,-3.70849,4,110.0,1,2,0.87,2,324
17.0,80.0,40.41381300461386,-3.706941707051488,4,137.0,1,0,0.0,87,249
13.0,59.0,40.41257,-3.71947,4,67.0,30,0,0.0,272,92
18.0,63.0,40.43716,-3.67433,4,74.0,2,2,1.05,7,328
17.0,77.0,40.42854,-3.70104,4,108.0,30,1,0.52,272,365
13.0,60.0,40.40184,-3.69004,4,82.0,28,1,0.73,93,355
17.0,76.0,40.41182,-3.71291,4,129.0,3,2,0.85,75,157
13.0,55.0,40.40051,-3.70267,4,88.0,20,0,0.0,4,44
3.0,5.0,40.397876363108594,-3.770244052177173,3,28.0,1,0,0.0,1,356
17.0,61.0,40.41130948002705,-3.700423017751047,4,93.0,1,2,0.86,1,327
12.0,54.0,40.47865935393836,-3.6284781971203417,3,88.0,1,0,0.0,2,294
6.0,17.0,40.37394,-3.74462,4,68.0,1,2,0.98,6,218
6.0,17.0,40.37338,-3.74387,4,48.0,1,1,1.0,6,252
6.0,17.0,40.37359,-3.7437,4,73.0,1,3,3.0,6,251
6.0,17.0,40.37402,-3.7457,4,55.0,1,0,0.0,6,246
6.0,17.0,40.37418,-3.74379,4,48.0,1,0,0.0,6,249
15.0,39.0,40.4365,-3.71509,4,100.0,1,0,0.0,292,313
17.0,66.0,40.42489,-3.70308,4,98.0,1,1,0.5,87,287
17.0,66.0,40.42422,-3.70803,3,47.0,7,1,1.0,6,24
17.0,76.0,40.42273021423016,-3.710986040532589,4,83.0,2,0,0.0,2,308
18.0,73.0,40.426429681589255,-3.6766787229562974,4,154.0,1,1,1.0,23,64
10.0,41.0,40.42987,-3.63967,3,50.0,30,2,0.85,1,365
16.0,84.0,40.46247,-3.68731,4,128.0,1,1,1.0,23,12
16.0,84.0,40.462097405639845,-3.689127827376075,4,154.0,1,0,0.0,23,68
17.0,77.0,40.42424,-3.69253,4,121.0,1,3,2.0,23,82
17.0,80.0,40.4145748,-3.707166,3,52.0,1,1,1.0,1,351
14.0,50.0,40.45872,-3.70753,4,84.0,7,0,0.0,63,326
17.0,61.0,40.410941728291135,-3.706007210635705,3,70.0,1,0,0.0,1,23
17.0,77.0,40.42044828554474,-3.6981720720626874,3,115.0,1,5,2.68,10,251
17.0,79.0,40.419677319175655,-3.6996159363692342,3,114.0,1,10,4.17,10,272
